Nombre,Criadero,Sexo,Color,Fecha Nacimiento,Name1,Criadero1,Registro1,N_Hijos1,Name2,Criadero2,Registro2,N_Hijos2,Name3,Criadero3,Registro3,N_Hijos3,Name4,Criadero4,Registro4,N_Hijos4,Name5,Criadero5,Registro5,N_Hijos5,Name6,Criadero6,Registro6,N_Hijos6,Name7,Criadero7,Registro7,N_Hijos7,Name8,Criadero8,Registro8,N_Hijos8,Name9,Criadero9,Registro9,N_Hijos9,Name10,Criadero10,Registro10,N_Hijos10,Name11,Criadero11,Registro11,N_Hijos11,Name12,Criadero12,Registro12,N_Hijos12,Name13,Criadero13,Registro13,N_Hijos13,Name14,Criadero14,Registro14,N_Hijos14,Name15,Criadero15,Registro15,N_Hijos15,Name16,Criadero16,Registro16,N_Hijos16,Name17,Criadero17,Registro17,N_Hijos17,Name18,Criadero18,Registro18,N_Hijos18,Name19,Criadero19,Registro19,N_Hijos19,Name20,Criadero20,Registro20,N_Hijos20,Name21,Criadero21,Registro21,N_Hijos21,Name22,Criadero22,Registro22,N_Hijos22,Name23,Criadero23,Registro23,N_Hijos23,Name24,Criadero24,Registro24,N_Hijos24,Name25,Criadero25,Registro25,N_Hijos25,Name26,Criadero26,Registro26,N_Hijos26,Name27,Criadero27,Registro27,N_Hijos27,Name28,Criadero28,Registro28,N_Hijos28,Name29,Criadero29,Registro29,N_Hijos29,Name30,Criadero30,Registro30,N_Hijos30
BIEN PAGADA,AGUA DE LOS CAMPOS Y MAQUENA,H,BARROSO,15/10/2006,PRETAL,MAQUENA,118357,11,PINTURITA,LA AMANECIDA,71780,253,ESPERANDO,AGUA DE LOS CAMPOS,52860,14,SAUZALA,MANQUICUEL,83747,174,EL TAITA,AGUA DE LOS CAMPOS,70378,8,ÑA JUANA,CASAS DE POLPAICO,48309,174,ESTRIBILLO-EX RECUERDO,LA AMANECIDA,63034,1,EMPEÑOSA,AGUA DE LOS CAMPOS,41518,15,ENLITRAO,CURICHE,32769,10,VENTAJOSA,LOLCURA,45537,118,ROTOSO,MANQUICUEL,71979,7,TRANQUERA,CURICHE,32770,59,IMPERIO,AGUA DE LOS CAMPOS,46120,12,NORTA,CASAS DE POLPAICO,26707,86,ESTRIBO,LAS MERCEDES,15923,10,RESERVA,CURICHE,19929,120,ÑIPAN,CUI CUI CURA,37041,8,AFANOSA,CURICHE,32770,59,IMPERIO,AGUA DE LOS CAMPOS,34614,0,PEINETA,CURICHE,17529,0,RIGOR,CURICHE,8450,0,VENTAJERA,EL HUASO,34423,0,HUASAMACO,SANTA BARBARA,28617,0,RELOCA,LOS PIUQUENES,46149,0,DOMINO,None,None,None,ESCUPETA,None,None,None,FLOTADOR,None,None,None,IMPERIOSA,None,None,None,PAJAL,"""",12785,5,0,0,0,0
